id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.64617,-79.42451,Entire home/apt,469,28,7,2017-12-04,0.09,1,0
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64105,-79.37628,Private room,94,180,169,2013-08-27,1.56,2,365
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69602,-79.45468,Private room,72,28,217,2018-10-10,1.79,2,365
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,Greenwood-Coxwell,43.6689,-79.32592,Entire home/apt,45,365,26,2011-06-25,0.21,1,159
28160,"Safe, Central, Quiet and Great Amenities!",86838,Rita,,Mount Pleasant West,43.69958,-79.38814,Entire home/apt,75,30,7,2018-10-17,0.10,1,345
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64151,-79.37643,Entire home/apt,125,180,1,2010-08-11,0.01,2,365
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63532,-79.44049,Entire home/apt,100,30,113,2018-08-01,0.92,4,190
40701,"Bright Beaches Apt, close to everything",175687,John,,The Beaches,43.67373,-79.28697,Entire home/apt,70,28,1,2013-07-01,0.01,1,55
41887,Great location,183071,Kyle,,Oakridge,43.69466,-79.28667,Entire home/apt,70,28,85,2021-02-16,1.59,2,350
42892,Downtown 3 Beds 2 Baths @ Union & Harbourfront,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64451,-79.38185,Entire home/apt,130,89,0,,,8,217
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,,Wexford/Maryvale,43.74922,-79.29188,Private room,93,2,31,2019-08-05,0.59,1,339
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Church-Yonge Corridor,43.66979,-79.38494,Entire home/apt,105,28,59,2021-01-23,0.45,16,339
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67136,-79.38598,Private room,79,28,8,2017-08-27,0.07,16,217
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66103,-79.3834,Entire home/apt,120,28,78,2019-09-02,0.68,16,337
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,,Rosedale-Moore Park,43.67191,-79.38585,Private room,99,28,9,2017-07-16,0.07,16,127
45601,Marigold Gardens,188183,Simon,,South Riverdale,43.66274,-79.33096,Private room,50,28,0,,,1,365
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Church-Yonge Corridor,43.66957,-79.38539,Private room,86,28,18,2018-09-16,0.15,16,230
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38548,Entire home/apt,123,28,56,2019-08-09,1.74,16,333
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,55,91,24,2018-11-11,0.39,1,0
57483,Downtown 3 Beds 2 Baths @ Union & Harbour,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64286,-79.38073,Entire home/apt,130,89,0,,,8,339
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.6444,-79.40829,Private room,40,30,17,2020-11-01,0.14,7,309
69464,Yonge & Bloor one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66949,-79.38384,Entire home/apt,121,28,56,2019-08-03,2.31,16,34
71118,Furnished Downtown Loft Suite,304551,Kintoo,,Niagara,43.64597,-79.40766,Private room,60,30,11,2013-06-03,0.09,7,248
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,,Dufferin Grove,43.65956,-79.43228,Entire home/apt,149,28,273,2018-06-30,2.27,2,0
82694,Luxury Hotel Downtown Living !!,431260,Caterina,,Niagara,43.64171,-79.40469,Entire home/apt,108,30,29,2016-06-16,0.49,1,362
84076,A short walk to TIFF,544254,Darryl,,Niagara,43.64457,-79.40451,Entire home/apt,120,28,6,2015-07-05,0.07,1,0
84151,North City View Yonge/Bloor,195095,Urbano,,Church-Yonge Corridor,43.6696,-79.38547,Entire home/apt,130,28,24,2015-06-04,0.20,16,339
89575,Private bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69662,-79.45325,Private room,62,28,88,2019-09-29,1.32,2,365
96336,John & Bren's Queen West 3 bedroom townhouse,511506,John,,Niagara,43.64458,-79.41022,Entire home/apt,232,4,125,2019-12-29,1.54,1,156
104096,Hip and modern family-friendly home,349172,Avery,,South Riverdale,43.66527,-79.32934,Entire home/apt,175,5,18,2016-09-06,0.15,1,249
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65623,-79.46667,Entire home/apt,66,120,12,2015-08-25,0.16,1,311
113175,Best luxury location in downtown Toronto!,576192,Faria,,Waterfront Communities-The Island,43.64123,-79.39339,Entire home/apt,105,30,39,2021-04-04,0.76,1,159
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63559,-79.44048,Entire home/apt,125,28,78,2019-10-05,0.64,4,280
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,613837,Brett,,Danforth East York,43.68872,-79.3299,Entire home/apt,89,28,100,2018-07-31,1.06,2,92
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,,Niagara,43.63743,-79.40104,Entire home/apt,58,240,10,2020-05-31,0.13,1,18
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64584,-79.39051,Entire home/apt,120,30,7,2014-09-01,0.06,1,279
148945,Downtown Toronto Near Lake Ontario,718884,John,,Waterfront Communities-The Island,43.64835,-79.36302,Private room,81,3,27,2015-06-17,0.36,1,219
149420,Bloor West Village 1 Bedroom,666759,Jeannie,,High Park-Swansea,43.64618,-79.48833,Entire home/apt,80,28,37,2019-11-27,0.50,1,0
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Agincourt South-Malvern West,43.78254,-79.24807,Entire home/apt,80,28,0,,,2,0
182573,Sunlit Separate Entrance Apartment,591649,Melissa,,Humewood-Cedarvale,43.68683,-79.42274,Entire home/apt,70,28,25,2020-06-08,0.22,2,310
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.66932,-79.38525,Entire home/apt,199,180,62,2019-08-04,0.56,1,269
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63895,-79.42246,Entire home/apt,85,28,55,2019-08-11,0.46,1,0
192860,"Modern, Clean & Quiet 2bd @ High Park",533496,Paul,,Junction Area,43.66597,-79.47388,Entire home/apt,135,3,106,2018-11-07,0.93,1,46
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,,Oakridge,43.69431,-79.28563,Entire home/apt,79,7,20,2021-05-01,0.46,1,309
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.6471,-79.4376,Entire home/apt,250,4,17,2013-08-08,0.23,2,328
209226,Boutique living - King West Central,1028504,Cindy,,Niagara,43.63598,-79.41468,Entire home/apt,150,28,37,2019-12-16,0.34,1,336
214735,Lawrence Park Retreat,1024550,Ellen,,Lawrence Park North,43.72613,-79.40253,Private room,60,28,28,2014-10-06,0.33,1,364
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.6619,-79.37727,Private room,80,28,26,2019-07-01,0.35,2,232
228568,BEST VIEW in the City! Luxury condo,934821,Rob,,North St.James Town,43.66771,-79.37679,Entire home/apt,220,4,56,2018-09-11,0.72,1,220
229913,Upscale 2bed Downtown Toronto-lake,1200620,Sergei,,Niagara,43.63479,-79.39957,Entire home/apt,325,60,10,2015-06-21,0.10,1,330
239449,Prime Annex 1 BR +balcony - Work from home!,349772,Steven,,Annex,43.66701,-79.40625,Entire home/apt,76,30,25,2019-12-22,0.38,1,79
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68304,-79.45868,Entire home/apt,47,7,65,2019-07-30,0.66,2,32
248941,COZY Apt. for females only,1304211,Nadia,,Caledonia-Fairbank,43.68219,-79.45995,Private room,41,30,14,2016-11-01,0.12,2,90
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.64047,-79.41491,Entire home/apt,105,30,5,2017-06-16,0.10,1,0
268403,Two bedroom apt. in lovely house,1311843,Peter,,Roncesvalles,43.64463,-79.44353,Entire home/apt,120,30,7,2018-09-07,0.10,1,363
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Yonge-St.Clair,43.68436,-79.40053,Entire home/apt,71,28,0,,,1,0
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,166,28,0,,,1,0
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67113,-79.37502,Entire home/apt,200,14,16,2017-08-13,0.18,1,178
304065,Stonehouse On Sterling-South Room.,812337,Maria,,Dufferin Grove,43.657,-79.44806,Private room,73,28,18,2019-07-07,0.22,3,364
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64222,-79.37987,Entire home/apt,80,28,62,2021-03-04,0.99,1,250
309402,"Central, beside subway, indoor pool, shared space",1591140,Christina,,Leaside-Bennington,43.70965,-79.37536,Shared room,64,1,94,2019-09-26,0.93,2,161
312035,Stonehouse On Sterling-Queen Room,812337,Maria,,Dufferin Grove,43.65674,-79.44786,Private room,90,28,24,2018-08-13,0.67,3,365
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67728,-79.33585,Private room,31,28,37,2013-09-01,0.38,1,0
314934,Stonehouse On Sterling-Garden Room,812337,Maria,,Dufferin Grove,43.657,-79.44784,Private room,85,28,23,2016-09-09,0.37,3,365
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,Dovercourt-Wallace Emerson-Junction,43.66267,-79.45487,Entire home/apt,260,28,0,,,1,0
341933,"Bright Spacious 2Br Leslieville Home, Local Living",1390920,Sylvia,,South Riverdale,43.6674,-79.33712,Entire home/apt,218,3,148,2021-08-01,1.90,1,0
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.6354,-79.43854,Entire home/apt,100,30,64,2021-07-10,0.75,4,305
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,140,28,0,,,1,0
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67113,-79.29839,Entire home/apt,232,28,2,2017-07-05,0.08,2,341
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64341,-79.40046,Entire home/apt,361,28,9,2017-09-12,0.10,1,358
380910,Fab 1 Bdrm Apt Close to Everything,1910540,Les,,Danforth,43.6798,-79.34218,Entire home/apt,121,2,38,2021-06-22,0.44,1,73
382186,Downtown Maple Leaf Square Condo,1812059,Petros,,Waterfront Communities-The Island,43.64503,-79.38335,Entire home/apt,203,28,15,2014-05-03,0.14,1,89
382423,Private guest Suite in Kensington Market!,1916855,Manja,,Kensington-Chinatown,43.65278,-79.39819,Entire home/apt,161,28,217,2020-02-07,2.04,2,178
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Moss Park,43.65612,-79.36054,Private room,60,28,828,2019-12-01,7.49,1,34
394627,Furnished Downtown Studio Suite,304551,Kintoo,,Palmerston-Little Italy,43.66137,-79.41074,Entire home/apt,45,30,2,2016-07-01,0.02,7,219
401823,Furnished Downtown Studio Suite 6,304551,Kintoo,,University,43.66115,-79.40872,Entire home/apt,55,30,7,2020-10-10,0.06,7,116
401824,Furnished Downtown Studio Suite 1,304551,Kintoo,,University,43.66271,-79.40927,Private room,45,30,4,2016-07-24,0.04,7,340
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Church-Yonge Corridor,43.67018,-79.38437,Private room,83,28,3,2018-08-31,0.03,16,238
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Raja,,Flemingdon Park,43.72054,-79.33524,Private room,45,28,32,2017-04-30,0.81,5,280
413276,Yonge & Wellesley Prime Downtown Full Apartment,2056128,Robert,,Bay Street Corridor,43.6642,-79.38465,Entire home/apt,198,4,68,2018-12-26,0.62,2,304
415104,Furnished Luxury Condos North York,2064477,David,,Willowdale East,43.76248,-79.40904,Entire home/apt,155,30,4,2019-11-02,0.16,4,88
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,,Waterfront Communities-The Island,43.64275,-79.39161,Entire home/apt,120,30,1,2019-09-01,0.04,4,178
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,,Willowdale East,43.76095,-79.40969,Entire home/apt,225,30,5,2019-09-11,0.20,4,89
415135,Torontos Entertainment District,2064477,David,,Waterfront Communities-The Island,43.64456,-79.39449,Entire home/apt,145,30,2,2017-07-11,0.04,4,358
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68499,-79.29131,Entire home/apt,56,28,39,2019-05-14,0.54,10,281
436403,"Heritage Home: Massive,  Pool Table,  Home Office",31397994,Mathieu,,Moss Park,43.6617,-79.37496,Entire home/apt,140,28,234,2020-10-23,2.33,5,305
449650,Colourful Victorian Semi With Original Artwork and a Piano,1402232,Abigail,,South Parkdale,43.63927,-79.43033,Entire home/apt,214,28,256,2020-12-10,4.39,5,190
454176,Perfect Pied-a-Terre Near the Beach,2256396,John,,Woodbine Corridor,43.67711,-79.31048,Entire home/apt,68,180,1,2012-08-01,0.01,2,362
455640,Charming House in Great Location,591649,Melissa,,Humewood-Cedarvale,43.68698,-79.42234,Entire home/apt,140,30,9,2015-07-31,0.09,2,0
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67741,-79.31079,Private room,30,30,19,2018-07-12,0.22,3,218
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65475,-79.37934,Entire home/apt,240,28,7,2016-01-12,0.07,3,278
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7063,-79.48768,Private room,55,28,33,2019-08-14,0.34,1,365
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64363,-79.40278,Entire home/apt,199,28,61,2020-12-01,1.14,2,138
473827,Designer-inspired Toronto living.,2349264,George / John,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,60,99,2020-02-06,1.19,1,218
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66444,-79.42534,Entire home/apt,106,29,115,2019-09-15,2.38,2,89
511141,Victorian Charmer in West Queen West,2518222,Katie & Philippe,,Little Portugal,43.64887,-79.43202,Entire home/apt,138,28,119,2019-07-28,1.67,3,0
516823,Cozy + Clean Studio in the Junction,3251330,Inga,,Junction Area,43.66585,-79.47556,Entire home/apt,78,29,175,2018-11-25,1.80,1,0
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65264,-79.411,Entire home/apt,225,90,76,2018-06-06,0.80,1,158
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2013-01-19,0.07,1,180
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,225,4,52,2019-08-11,0.47,1,161
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65899,-79.42474,Entire home/apt,295,28,18,2018-08-19,0.37,1,134
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63927,-79.38206,Entire home/apt,226,3,150,2021-06-18,2.20,1,351
539936,"Luxury, Location and L'Oasis",2647656,Vu,,Moss Park,43.65331,-79.37213,Entire home/apt,149,28,33,2015-09-21,0.36,1,88
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.64147,-79.39269,Entire home/apt,199,28,11,2015-08-16,0.11,1,0
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66101,-79.42695,Entire home/apt,90,28,3,2017-10-17,0.03,1,0
557915,Furnished Luxury Studio Suite,785826,Arlene,,Church-Yonge Corridor,43.65468,-79.37894,Entire home/apt,85,30,3,2016-11-26,0.04,60,0
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68617,-79.29311,Entire home/apt,139,28,31,2019-06-18,0.40,10,335
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,149,28,82,2019-07-01,4.21,3,315
579918,Luxury Queen West Private Loft,1160065,Vonnell,,Niagara,43.63803,-79.41904,Entire home/apt,130,28,13,2019-08-28,0.13,1,0
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66096,-79.34763,Entire home/apt,115,28,7,2015-10-06,0.08,1,0
602407,Large bedroom with private bathroom,2980659,Nanou,,Woodbine Corridor,43.67666,-79.31322,Private room,71,28,40,2014-10-06,0.37,1,364
611735,Comfort and  Quiet,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66377,-79.42463,Private room,82,29,10,2018-08-05,0.09,2,0
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65958,-79.41257,Entire home/apt,75,28,0,,,1,0
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,450,28,0,,,1,0
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67567,-79.3122,Private room,31,30,17,2020-01-01,0.19,3,218
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67638,-79.3102,Private room,33,28,9,2017-10-08,0.16,3,218
627217,parking space only,3057451,Jessica,,Weston-Pellam Park,43.67368,-79.46032,Shared room,100,28,0,,,1,0
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63912,-79.43946,Entire home/apt,95,28,10,2016-09-26,0.14,1,0
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64271,-79.39244,Entire home/apt,90,28,62,2018-11-05,0.85,1,280
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63514,-79.42736,Entire home/apt,65,28,3,2017-05-20,0.05,1,0
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,5,2014-09-15,0.06,1,0
654048,4 Bedroom House Great Location,3289972,Minoo,,Morningside,43.78505,-79.20887,Entire home/apt,290,28,15,2020-11-04,0.14,1,350
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65805,-79.39601,Entire home/apt,85,28,29,2014-10-20,0.27,1,0
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68524,-79.2911,Entire home/apt,57,28,45,2020-03-31,0.57,10,337
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,North St.James Town,43.66675,-79.37549,Entire home/apt,225,28,0,,,1,359
670171,Refreshing High Park Apt - close to Lake / Nature,3395349,Suzanna,,High Park North,43.65754,-79.45896,Entire home/apt,95,28,0,,,1,341
674193,"Comfortable, cozy home in convenient mid-town.",3422913,Rosalie,,Mount Pleasant West,43.7024,-79.39664,Private room,65,28,96,2018-10-23,1.07,1,65
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65848,-79.45408,Entire home/apt,100,28,15,2018-06-20,0.15,1,0
702286,Beautiful Garden Apt With Porches,3604846,Wies,,Roncesvalles,43.65369,-79.45178,Entire home/apt,145,28,18,2018-03-20,0.17,4,97
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,,High Park-Swansea,43.65541,-79.45327,Entire home/apt,177,28,22,2020-01-02,0.24,4,279
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65541,-79.45289,Entire home/apt,165,28,4,2019-04-20,0.04,4,280
714034,Luxury Studio Furnished Apartment,785826,Arlene,,Waterfront Communities-The Island,43.64424,-79.38045,Entire home/apt,90,30,1,2016-09-15,0.02,60,70
728817,Charming Victorian Home,3783106,Jeremy And Monica,,Roncesvalles,43.64111,-79.44661,Entire home/apt,390,5,9,2016-07-18,0.15,1,309
732562,Your Leaside Home Near Sunnybrook,3814089,Liz,,Leaside-Bennington,43.71558,-79.36382,Entire home/apt,98,30,164,2020-06-19,2.17,1,310
755263,Furnished Downtown Studio Suite 3,304551,Kintoo,,Palmerston-Little Italy,43.66101,-79.40962,Private room,45,30,1,2015-06-21,0.01,7,339
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,63,7,55,2019-07-03,0.70,3,131
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,95,180,6,2017-06-03,0.10,1,359
762427,"Central, beside subway, indoor pool, entire home",1591140,Christina,,Mount Pleasant West,43.70541,-79.39508,Entire home/apt,70,5,47,2018-03-17,0.55,2,237
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Waterfront Communities-The Island,43.65018,-79.36801,Entire home/apt,139,28,0,,,1,0
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65802,-79.37108,Entire home/apt,90,30,25,2019-06-23,0.82,3,217
775965,T.O West End / Beautiful Loft in High Park,1581404,Jessica Joy,,Roncesvalles,43.65394,-79.44922,Entire home/apt,110,28,5,2019-07-31,0.08,1,364
777132,Nice view in uptown Toronto!,1664833,Romain,,Don Valley Village,43.77656,-79.35063,Private room,50,1,142,2020-09-03,1.46,1,121
778990,1B + Office w/ Large Private Patio,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64091,-79.39595,Entire home/apt,149,28,10,2020-01-01,0.21,14,121
779670,"Rosedale, Furnished Modern 4 Bdrm House",4111007,Stephanie,,Rosedale-Moore Park,43.67687,-79.38436,Entire home/apt,400,28,1,2019-05-10,0.04,1,0
788710,Luxury Toronto Apartment,844281,Richard,,High Park-Swansea,43.64503,-79.45254,Entire home/apt,80,30,2,2020-04-14,0.02,1,0
789266,Walk to Trendy Eateries from a Vibrant Apartment,3921786,Michelle,,Junction Area,43.66528,-79.47276,Entire home/apt,134,3,75,2021-02-22,2.18,1,133
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Bay Street Corridor,43.66455,-79.38533,Private room,101,1,297,2020-03-01,3.10,2,304
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.64071,-79.39318,Entire home/apt,130,28,4,2015-08-16,0.05,1,0
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63989,-79.39035,Entire home/apt,146,3,40,2019-09-10,0.79,1,74
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68249,-79.4046,Private room,150,28,91,2020-01-01,1.25,2,310
799800,"LONG-TERM, FEMALES, CLEAN, COZY-AIRPORT P/U POSS.",1786233,Mina,,Thistletown-Beaumond Heights,43.7366,-79.57367,Private room,20,28,23,2017-09-17,0.23,1,229
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Trinity-Bellwoods,43.65495,-79.41878,Entire home/apt,88,28,35,2020-04-14,0.46,1,316
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.68885,-79.37839,Entire home/apt,926,3,7,2019-08-05,0.09,1,350
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68141,-79.3353,Private room,85,28,0,,,1,0
832458,"Cozy Quiet Apartment, Plenty of Tea",4357559,Robin,,Palmerston-Little Italy,43.65474,-79.42532,Entire home/apt,65,28,163,2019-10-09,1.61,1,124
833588,Lovely place in prime Yorkville,4361863,Henry,,Annex,43.66943,-79.39085,Entire home/apt,105,28,6,2013-08-01,0.09,1,221
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66336,-79.34374,Entire home/apt,109,28,22,2015-09-15,0.30,1,0
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68536,-79.40745,Shared room,76,28,0,,,1,0
843521,Forest Hill Village Condo,4403844,Alana,,Forest Hill South,43.68911,-79.41412,Entire home/apt,141,28,108,2017-11-03,1.11,1,0
850109,2rm suite (Br+Liv) Fairview Mall 15min to subway H,65479,Irene,,Pleasant View,43.78025,-79.32878,Private room,46,28,11,2018-10-10,0.44,13,365
850246,Comfy bright room in Toronto @ Don Mills subway Y,65479,Irene,,Pleasant View,43.7797,-79.32882,Private room,30,28,5,2017-05-17,0.05,13,365
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,73,28,9,2018-07-09,0.20,4,202
864104,Chic Downtown Toronto Apartment,4451791,Kojenwa,,Palmerston-Little Italy,43.65806,-79.42713,Private room,83,28,13,2018-09-30,0.13,2,365
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,81,28,0,,,1,0
864479,Perfect location in Toronto!!!,4536555,Sean,,Broadview North,43.68564,-79.3579,Entire home/apt,120,28,4,2016-03-23,0.06,1,358
872128,LUXURY2Bedrm/2Bath/2Level/1Prk-Loft,4599751,Mia,,Niagara,43.6381,-79.41828,Entire home/apt,149,365,180,2016-07-16,2.07,2,365
883109,Your home in the heart of Toronto,4517569,Laurie And Martin,,Playter Estates-Danforth,43.68344,-79.35202,Entire home/apt,225,28,6,2017-09-03,0.06,1,0
892352,Panoramic Views in Huge Loft. Incl. Parking & Pet Friendly.,4448135,Matthew,,Kensington-Chinatown,43.65043,-79.39693,Entire home/apt,220,28,240,2020-02-27,7.10,1,123
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67773,-79.36127,Entire home/apt,174,28,68,2019-08-04,0.71,1,179
921746,West Downtown Toronto Cozy Home,2546728,Jeff,,South Parkdale,43.63807,-79.44431,Private room,45,29,21,2015-12-28,0.20,2,283
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65769,-79.35666,Entire home/apt,160,365,10,2016-02-14,0.10,2,365
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Raja,,Flemingdon Park,43.72054,-79.33524,Private room,45,28,28,2019-05-21,0.27,5,340
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66451,-79.33498,Entire home/apt,80,30,25,2017-08-29,0.79,1,210
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.65435,-79.37952,Entire home/apt,84,28,11,2019-08-11,0.24,4,186
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65356,-79.43441,Entire home/apt,380,28,4,2016-10-10,0.04,1,310
959676,Artists 1br Church/Alexander St,5214021,Mike,,Church-Yonge Corridor,43.66445,-79.37991,Entire home/apt,70,28,29,2015-08-04,0.30,2,126
960349,Luxurious Condo (Harbourfront),5228364,Buzz,,Waterfront Communities-The Island,43.63987,-79.38142,Entire home/apt,149,28,0,,,1,0
