id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14539935,Cozy 1BR in the core of downtown TO by the village,3500933,Ming,,Bay Street Corridor,43.66636,-79.387,Private room,65,2,102,2019-11-18,1.71,1,309
14546659,"Cozy, bright place in downtown Toronto",55768786,Melinda,,North St.James Town,43.669,-79.37296,Entire home/apt,49,28,0,,,1,0
14546938,Furnished Lower Penthouse Unit with a GREAT View,35008388,Jason,,Mimico (includes Humber Bay Shores),43.62224,-79.48438,Entire home/apt,120,28,1,2016-08-29,0.02,1,0
14547904,"NEW 1BD+1BA Pvt Apt, laundry, beach, subway, DT",90025223,Harald,,Greenwood-Coxwell,43.67071,-79.31974,Entire home/apt,87,1,108,2021-01-15,2.92,1,223
14549154,Roomy Master Bedroom in the heart of downtown,90039246,Alex,,Kensington-Chinatown,43.6563,-79.3929,Private room,66,28,2,2017-12-17,0.03,1,0
14549864,West End Studio Apartment with private Patio,90046768,Christopher,,Dufferin Grove,43.65562,-79.43886,Entire home/apt,139,29,57,2019-09-09,1.42,1,365
14550649,Downtown hotel style suite w/parking up to 4 peopl,70659143,Irina,,Annex,43.67233,-79.40139,Entire home/apt,99,28,203,2018-11-03,3.47,3,0
14553720,"Bright & Spacious Room in Little Italy, College St",3752438,Kareem,,Palmerston-Little Italy,43.65619,-79.4124,Private room,60,28,15,2016-08-23,0.67,1,180
14556742,Disinfected Large Room in Heart of  Action,36823972,Hab,,Bay Street Corridor,43.66705,-79.38946,Private room,125,30,10,2018-08-31,0.17,4,339
14564854,Art Deco Living in Coveted Little Italy,4629110,Shae,,Palmerston-Little Italy,43.65798,-79.415,Entire home/apt,78,28,64,2019-10-28,1.61,1,333
14571840,15 minutes to major hospitals & Uni of T & Ryerson,17719217,Lori,,Cabbagetown-South St.James Town,43.66388,-79.37366,Private room,49,60,2,2019-07-26,0.03,1,218
14572722,Private Room in The Annex,22171699,Armando,,Annex,43.67365,-79.40772,Private room,43,1,12,2018-12-30,0.20,1,352
14578323,"Perfect location, Luxurious family home + Parking",89258061,Christina,,Dovercourt-Wallace Emerson-Junction,43.67076,-79.4463,Entire home/apt,185,28,128,2019-09-30,2.15,1,0
14582812,An urban oasis in the heart of trendy Toronto,29191212,Youzhen And Zac,,Little Portugal,43.65128,-79.4339,Private room,46,28,43,2018-12-30,0.72,1,0
14585169,centrally located Riverdale charm,90417381,Ann,,South Riverdale,43.6642,-79.34287,Private room,50,1,103,2018-11-11,1.75,1,336
14586040,Executive High Park Home on Subway,8782602,Dan,,High Park North,43.65282,-79.46934,Private room,147,28,7,2016-11-02,0.12,2,365
14586418,"Modern, Private Bedroom &  Bathroom. Super clean!",20805770,Isa,,Blake-Jones,43.6767,-79.33658,Private room,76,1,81,2019-07-23,1.72,1,3
14587149,Modern and cozy 1bd central apt!,5439814,Cynthia,,Waterfront Communities-The Island,43.64786,-79.38819,Entire home/apt,135,28,13,2019-08-21,0.22,1,0
14591163,Low-budget Queen West Basement Pied-a-Terre,33848656,Elize,,Niagara,43.64395,-79.40743,Entire home/apt,105,28,38,2018-09-29,0.93,2,0
14593603,Cute Midtown Toronto - Full APT 1BR - Sleeps 4,30736967,Heather,,Mount Pleasant East,43.70705,-79.38964,Entire home/apt,110,28,4,2017-09-01,0.07,1,83
14596380,OVERLOOKING CN TOWER -180° CITY VIEW from Balcony,38612727,Saif,,Waterfront Communities-The Island,43.64777,-79.39211,Entire home/apt,230,28,130,2020-03-01,2.28,1,0
14609434,Designer's Apartment in the Heart of Parkdale,3940402,Rebecca,,South Parkdale,43.63899,-79.43211,Entire home/apt,150,28,14,2018-08-18,0.23,1,0
14615293,Elegant Couch Surfing,26373233,Grace,,Mimico (includes Humber Bay Shores),43.62063,-79.50785,Private room,94,28,7,2018-09-03,0.12,1,364
14618091,Sun-lit Sleek Condo in West Queen West,51860231,Lily,,Little Portugal,43.64282,-79.42373,Entire home/apt,100,28,34,2019-05-27,0.58,1,142
14633216,Sun Filled Bedroom with Balcony.,16505832,Francis,,Little Portugal,43.64135,-79.42496,Private room,54,3,61,2019-10-08,1.72,2,210
14655584,Room2@Pidgeon St 30mins from Yonge/Bloor+Priv Bath,73054393,Ajay,,Clairlea-Birchmount,43.71536,-79.27894,Private room,48,28,19,2019-11-21,0.41,2,35
14664277,"Yorkville - Large, Bright, Clean Bachelor Apt",32771779,Deepi,,Church-Yonge Corridor,43.66875,-79.38281,Entire home/apt,89,28,1,2016-09-19,0.02,1,0
14664358,Gorgeous 1 Bedroom Boutique Condo Downtown Toronto,91104962,Thomas,,Waterfront Communities-The Island,43.64649,-79.40254,Entire home/apt,499,60,21,2017-03-13,0.35,1,89
14667141,Scarborough East Spacious House (Bungalow),25278998,KTC Property Management Ltd.,,Woburn,43.76277,-79.21323,Entire home/apt,98,28,44,2021-01-31,0.83,23,336
14669455,Beautiful Home in Trendy Dundas W. w/ Parking #2,7475466,Mia,,Dufferin Grove,43.65133,-79.43888,Entire home/apt,86,28,70,2017-08-16,1.16,3,0
14669960,Private basement suite 250 Viewmount Avenue,91165557,Douglas,,Yorkdale-Glen Park,43.70785,-79.44074,Entire home/apt,99,14,264,2021-05-05,4.54,1,116
14670523,1BR Apartment - Perfect for Couple or Young Family,91171148,Peter,,High Park-Swansea,43.64812,-79.48011,Entire home/apt,75,28,1,2017-04-19,0.02,1,0
14671439,Cozy Newly Renovated Basement in Trendy Dundas W,7475466,Mia,,Dufferin Grove,43.65216,-79.43704,Entire home/apt,41,28,43,2017-08-25,0.79,3,0
14673711,Two queen beds with a private bathroom by subway,91208270,Cheng,,Willowdale West,43.77266,-79.42044,Private room,75,5,125,2020-01-23,2.09,4,299
14676291,High floor condo with kitchen 高层公寓,35136935,Wenjie,,Bayview Village,43.76867,-79.36946,Private room,60,28,0,,,1,0
14688657,Beautiful house in a great location,26636057,Karyn,,Eringate-Centennial-West Deane,43.6479,-79.5871,Entire home/apt,120,28,4,2017-09-24,0.07,1,218
14688728,Don't just get a place !,69111249,Ervin,,Old East York,43.69392,-79.34002,Entire home/apt,75,28,150,2020-08-18,2.67,1,279
14689174,Backyard Oasis,32794648,Asim,,East End-Danforth,43.67801,-79.30475,Entire home/apt,243,3,20,2020-09-11,0.77,1,0
14690107,Street level from the Rogers Centre,91344624,Peter,,Waterfront Communities-The Island,43.64463,-79.38951,Entire home/apt,200,28,0,,,1,0
14693852,Sunnybrook Hospital @ Leaside @  Glendon @ Bayview,6001374,Milos,,Leaside-Bennington,43.71465,-79.37669,Entire home/apt,90,180,7,2016-09-12,0.12,1,340
14694318,"Bright, spacious 1 br Annex apt",5449465,Lesley,,Casa Loma,43.67583,-79.40678,Entire home/apt,90,28,0,,,1,0
14694632,cozy New one bedroom in a great location,91382108,Shawn,,Lansing-Westgate,43.754,-79.42054,Entire home/apt,61,29,18,2021-06-30,0.31,3,135
14696426,"Beautiful, well-maintained welcoming house.",91395320,Cristina,,High Park North,43.65573,-79.45644,Private room,70,28,3,2018-07-10,0.05,1,340
14708773,1 bd apt (2nd floor) in an Annex house,91500818,Toshi,,Annex,43.6707,-79.41098,Entire home/apt,41,28,3,2016-10-14,0.05,1,0
14711952,Lovely one bedroom Condo Downtown!,39413671,Cédric,,Waterfront Communities-The Island,43.64257,-79.38097,Entire home/apt,100,28,2,2016-09-19,0.03,1,0
14713151,"""Urban West side Deal""",8095828,Shantanu,,Dovercourt-Wallace Emerson-Junction,43.65896,-79.44262,Private room,43,30,23,2019-10-24,0.38,1,99
14715527,"Decadent private designer den, just like home.",377962,Coreen,,Wychwood,43.68163,-79.42432,Entire home/apt,100,30,22,2021-07-07,0.45,2,289
14717510,"Peace & Quiet in Victorian Lower Flat, at Christie Subway",8435335,Sue,,Dovercourt-Wallace Emerson-Junction,43.66401,-79.42246,Entire home/apt,185,28,92,2019-10-29,2.03,1,197
14724024,Executive High Park Home on Subway Bdr #2,8782602,Dan,,High Park-Swansea,43.65251,-79.46895,Private room,199,30,1,2016-10-23,0.02,2,0
14726041,Charming House in Central Toronto,62402238,Fil,,Yonge-Eglinton,43.70866,-79.4064,Entire home/apt,120,28,7,2019-07-07,0.18,1,0
14727398,Overlooking Forest Hill Trees in Huge Family House,6397629,Daniel,,Casa Loma,43.68321,-79.40512,Entire home/apt,450,28,159,2021-01-31,3.91,1,182
14729409,Cosy Bedroom with Private Patio,1910258,Kyla,,Kensington-Chinatown,43.65701,-79.39751,Private room,59,28,1,2016-08-28,0.02,1,0
14732164,Luxury home in Toronto! Walk to beach/boardwalk.,64968110,Karl,,The Beaches,43.66626,-79.30969,Entire home/apt,450,4,6,2017-08-19,0.10,1,246
14733628,One queen bed with a private bathroom by subway,91208270,Cheng,,Willowdale West,43.77266,-79.42044,Private room,65,5,128,2019-11-23,2.13,4,150
14738586,Newly Renovated One bedroom in The Annex,91810912,Gloria,,University,43.66235,-79.40467,Entire home/apt,101,3,71,2021-01-11,3.25,1,277
14741323,Midtown Home,91833837,Justin,,Wychwood,43.68082,-79.43052,Entire home/apt,76,28,1,2016-09-14,0.02,1,0
14741990,Unique Luxury Condo in the heart of Downtown,9562479,Osaze,,Kensington-Chinatown,43.65205,-79.39146,Entire home/apt,175,28,74,2020-02-16,1.23,1,52
14743083,Yorkville Luxury Suite,44281398,Daniel,,Annex,43.67103,-79.3954,Entire home/apt,900,28,122,2019-10-27,2.48,5,148
14747875,WATERFRONT $120/nite Toronto's downtown!!!!,91881095,Matt,,Waterfront Communities-The Island,43.63897,-79.38051,Entire home/apt,120,90,1,2019-12-21,0.05,1,358
14760262,2BDRM Free Parking Panoramic View Entertain. Dist.,45554348,Mike,,Waterfront Communities-The Island,43.63938,-79.39794,Entire home/apt,238,28,324,2021-07-05,5.56,1,132
14760481,Private 1BR with unique charm and extras,48821560,Andrew And Julie,,O'Connor-Parkview,43.70817,-79.29903,Entire home/apt,86,4,179,2021-04-04,3.58,2,55
14760612,A quiet luxury spot in the South Annex,58769087,Ryan,,Palmerston-Little Italy,43.66222,-79.41793,Entire home/apt,100,2,25,2019-06-24,0.50,1,0
14768377,Thompson Residences King Street Loft,19296635,Justin,,Waterfront Communities-The Island,43.64353,-79.40194,Entire home/apt,69,3,55,2021-05-28,0.92,1,0
14771353,Best Separate Basement Suite Ever,25280232,Sherry,,Bridle Path-Sunnybrook-York Mills,43.71192,-79.38359,Entire home/apt,73,28,124,2019-08-20,2.16,1,0
14781093,Two beds with a private bathroom by Yonge subway,91208270,Cheng,,Willowdale West,43.77266,-79.42044,Private room,64,4,96,2019-09-20,1.63,4,165
14782322,Trendiest Building in the Heart of King St W!,26435093,Gloria,,Waterfront Communities-The Island,43.64305,-79.40064,Entire home/apt,160,28,39,2017-10-26,0.65,1,0
14783581,Luxury modern 1-bedroom condo /high speed internet,92289472,Farid,,Agincourt South-Malvern West,43.7793,-79.28368,Entire home/apt,199,28,0,,,1,0
14785868,Room4 with private bathroom,85507924,Sophie,,Trinity-Bellwoods,43.65057,-79.40581,Private room,136,28,21,2018-09-09,0.41,6,278
14789771,Charming Room in a B'ful House Steps to Subway!,32985430,Sulabh,,Woburn,43.77191,-79.24881,Private room,75,28,3,2018-04-28,0.06,4,365
14803375,Two Bedrooms Private Terrace Rustic City Vibe Suite Downtown,71369879,Naruemol (Molly),,South Parkdale,43.63498,-79.4382,Entire home/apt,158,29,65,2019-09-07,1.31,4,132
14807313,Relaxed 1BR Oasis with an Amazing Location,20722538,Johnny,,Waterfront Communities-The Island,43.64275,-79.39949,Entire home/apt,131,28,132,2020-02-12,3.56,1,0
14807748,Ideal 1 bedroom for TIFF in the heart of downtown,89126634,Pol,,Waterfront Communities-The Island,43.64681,-79.39333,Entire home/apt,198,28,1,2016-09-16,0.02,1,88
14809607,Guest Room w/ Private Bathroom in Downtown Loft,46746407,Rubing,,Bay Street Corridor,43.66518,-79.38671,Private room,63,28,18,2018-05-02,0.38,1,0
14812955,Homey Condo Downtown Toronto,49266562,Rachel,,Niagara,43.63741,-79.40376,Entire home/apt,125,28,28,2019-10-13,1.14,1,89
14819833,Luxury Home with all the Bells and Whistles!,92640379,Daniel,,Humewood-Cedarvale,43.69914,-79.42842,Entire home/apt,595,7,9,2021-04-23,0.24,1,362
14825340,Bright Artistic Paradise - Modern 1 BDRM,92703129,Katry,,Little Portugal,43.65065,-79.42589,Entire home/apt,199,28,35,2019-03-06,0.89,1,180
14825384,Cute + Cozy Downtown Home,13896343,Kevin & Mel,,Trinity-Bellwoods,43.65084,-79.41128,Entire home/apt,87,28,13,2017-02-18,0.24,1,0
14826254,Couch 2 minutes from High Park,5905827,Trevor,,High Park North,43.65805,-79.46468,Shared room,100,28,0,,,1,88
14832965,Room in a large private Basement,78834227,Zein,,Taylor-Massey,43.69638,-79.2935,Private room,35,28,48,2019-10-20,1.38,3,279
14837477,PRIVATE APT+SALT WATER HOT TUB +NO CLEANING FEES!,8336154,Andrea,,Junction Area,43.66681,-79.47626,Entire home/apt,191,365,226,2018-09-16,3.87,1,269
14837847,Newly Renovated St. Clair Basement Apartment,16110884,Harvey,,Corso Italia-Davenport,43.67685,-79.43625,Entire home/apt,90,3,107,2019-11-10,1.99,1,334
14838619,Cozy room near Pearson airport,53705316,Sharine,,Islington-City Centre West,43.63994,-79.55436,Private room,99,28,6,2019-08-17,0.10,1,364
14841407,Private room & Bathroom in Luxury Condo,92868894,Umer,,Waterfront Communities-The Island,43.63963,-79.3912,Private room,99,28,5,2016-09-25,0.08,1,0
14842829,Traveller's Haven; Luxury Hotel Style Room,92885934,CasaRuhig,,Wexford/Maryvale,43.74137,-79.30816,Private room,49,29,51,2017-11-01,1.05,2,90
14843677,Awesome location,89894085,Marianna,,Mimico (includes Humber Bay Shores),43.62471,-79.47829,Entire home/apt,100,28,0,,,1,0
14843888,Best Value Toronto Downtown,82520109,Steve,,University,43.65942,-79.39591,Private room,100,28,0,,,1,0
14847340,Private Suite downtown residential,92932394,Diane,,Danforth,43.68529,-79.32809,Private room,88,28,13,2017-11-02,0.24,1,310
14857407,Cozy Private Room on Bloor Subway Line,21233353,Julie,,Dovercourt-Wallace Emerson-Junction,43.66258,-79.44092,Private room,75,28,60,2020-01-02,1.30,1,0
14859493,Executive 2 Bdrm Apt in Beautiful Midtown Toronto!,15834378,Anabel,,Yonge-Eglinton,43.70039,-79.40758,Entire home/apt,179,180,19,2017-07-24,0.42,1,364
14860255,Fully Furnished private room @ very good location.,66193946,Poonam,,Yorkdale-Glen Park,43.70421,-79.46443,Private room,23,28,6,2018-01-04,0.10,1,0
14860697,"Luxurious Executive Suite Forest Hill, Toronto",16645321,Pierre-James,,Humewood-Cedarvale,43.69388,-79.42399,Entire home/apt,115,28,3,2016-09-26,0.05,1,0
14860996,Walk to the Entertainment District from a Condo with a View,11126773,Ivan,,Niagara,43.63767,-79.4041,Entire home/apt,200,3,122,2019-10-13,2.08,1,0
14869893,Clean Private Basement Apt 10 min from Main Subway,80377629,Ligia,,O'Connor-Parkview,43.69978,-79.2996,Entire home/apt,50,28,3,2016-10-11,0.05,1,0
14870267,Downtown!Private Room in Bay Street Condo,10352387,Mybnbmanager,,Bay Street Corridor,43.65931,-79.38403,Private room,161,4,136,2019-12-27,2.52,9,154
14871622,"1 Bedroom w/Balcony In Little Italy, Sleeps 4",84721968,Hyla,,Palmerston-Little Italy,43.65985,-79.41194,Entire home/apt,97,29,104,2020-09-17,2.88,6,242
14873227,Quiet King West Location with Backyard & BBQ,93212341,Julie,,Niagara,43.6418,-79.40503,Private room,60,30,126,2019-05-12,2.56,1,0
14873238,Downtown Elegant Brownstone Apt near subway!,7137687,Charlene,,Cabbagetown-South St.James Town,43.66522,-79.36993,Private room,800,28,66,2020-01-31,1.77,2,365
14881952,Cozy Space in the trendy junction!,2538759,Raj,,Junction Area,43.66383,-79.46606,Entire home/apt,99,2,8,2021-06-26,0.15,1,153
14885295,Lower Unit of Downtown Toronto Heritage Home,55063889,Kim + Neil,,Church-Yonge Corridor,43.65917,-79.38082,Entire home/apt,143,28,52,2020-01-31,0.88,2,0
14895546,Great Location at the Heart of Downtown,64693867,Michael,,Waterfront Communities-The Island,43.64173,-79.40147,Entire home/apt,414,28,0,,,1,365
14899704,Cozy Charm in the Heart of Queen Street West,8435530,Trish,,Trinity-Bellwoods,43.64806,-79.40447,Private room,50,28,65,2019-05-01,1.13,3,217
14906493,Warm welcome to a spacious room:),93464148,Umar,,Thorncliffe Park,43.70277,-79.3419,Shared room,70,28,0,,,2,90
14907189,"Toronto,Scarborough,Rouge Park Suite,Amazing,Cozy.",43532534,Joel,,Rouge,43.78962,-79.13469,Private room,45,28,54,2019-08-23,1.02,1,279
14913091,Cozy private bed&bathroom+Parking @Yonge&Bloor,25999232,Yang,,Rosedale-Moore Park,43.67125,-79.38477,Private room,85,28,187,2019-09-30,3.65,1,0
14915097,Suite 2bds 2bth Entertainment District Toronto,33316737,Geoffrey,,Waterfront Communities-The Island,43.64581,-79.39888,Entire home/apt,238,28,8,2017-09-03,0.16,1,364
14915775,Calm Cosy Oasis in Toronto,93697568,Padma,,Clairlea-Birchmount,43.70189,-79.27479,Private room,45,30,24,2020-01-21,0.41,1,154
14916561,"Newly renovated House, Close to Transit & Downtown",32506635,Sabina,,Dovercourt-Wallace Emerson-Junction,43.66548,-79.43999,Entire home/apt,220,120,27,2017-08-08,0.46,1,89
14919570,Cozy Apartment Steps From Balmy Beach,8126456,Allan,,The Beaches,43.6701,-79.28738,Entire home/apt,70,28,33,2021-04-30,0.65,1,124
14925943,InstantSuite-High floor| Balcony Views | ❤️ of DT,94654746,Anum,,Waterfront Communities-The Island,43.64163,-79.38205,Entire home/apt,153,1,391,2020-03-19,7.16,1,90
14926486,Sunny 2nd floor one bedroom near Bloor-Christie,4243237,Carolyn,,Dovercourt-Wallace Emerson-Junction,43.66716,-79.42334,Entire home/apt,40,28,5,2018-08-12,0.11,1,0
14927860,Super Comfort Bunkbed in DT,93850966,Jessica,,North St.James Town,43.66858,-79.3699,Private room,58,28,115,2018-10-14,1.96,7,89
14930010,Private room Downtown in cheerful & arty apartment,3560836,Kimberley,,North St.James Town,43.67011,-79.3735,Private room,52,28,9,2019-07-08,0.46,1,232
14932804,Super Comfort Attic Room In DT,93850966,Jessica,,North St.James Town,43.66858,-79.3699,Private room,58,28,123,2018-10-14,2.39,7,89
14933789,"C:  DT Toronto, spacious, private washroom,deck.",22929016,Qun,,Moss Park,43.6572,-79.36865,Private room,82,1,299,2019-12-22,5.01,3,74
14933813,1000sf 2 story Liberty TH 1BR+ Den,62047290,Grant,,Niagara,43.6386,-79.41427,Entire home/apt,150,28,0,,,1,0
14934987,Cozy Charm in the Heart of Queen Street West 2,8435530,Trish,,Trinity-Bellwoods,43.64792,-79.40621,Private room,47,28,37,2020-03-16,0.64,3,253
14935918,Deluxe Single Bedroom In Trinity Bellwoods Park,31814201,Leo,,Trinity-Bellwoods,43.65054,-79.41129,Private room,48,28,22,2018-06-29,0.39,2,59
14935968,Bright Modern Guesthouse in Vibrant Trinity-Bellwoods,93948352,Steve And Victoria,,Trinity-Bellwoods,43.64795,-79.41767,Entire home/apt,301,2,147,2019-11-25,2.89,1,0
14941808,Deluxe Two Bedroom Apartment with Incredible View,66976980,Taylore,,Waterfront Communities-The Island,43.64762,-79.39327,Entire home/apt,500,28,0,,,1,178
14944151,Sunny One -Bedroom with Private Entrance,93657694,Bethany,,Roncesvalles,43.6429,-79.44717,Private room,55,28,2,2016-09-17,0.03,1,0
14946272,Beautiful Gardens,94046922,Jason,,Pelmo Park-Humberlea,43.71162,-79.52213,Private room,70,28,6,2018-08-06,0.26,3,0
14948026,Amazing waterfront condo! Live in luxury.,59079763,Nick,,Waterfront Communities-The Island,43.64058,-79.38192,Entire home/apt,95,28,5,2016-09-26,0.08,1,0
14948553,Clean and fresh downtown haven,87591817,Caelan And Lochlan,,Church-Yonge Corridor,43.66407,-79.37852,Private room,54,28,56,2017-07-19,0.95,1,0
14949093,LUXURY 2 bedroom+den Suite w/direct subway access,68249794,Jiming,,Willowdale East,43.75982,-79.40939,Entire home/apt,225,28,70,2020-02-23,1.20,1,334
14950713,CENTRAL DOWNTOWN LUXURY APT STEPS TO CN TOWER/LAKE,17340646,Shreya,,Waterfront Communities-The Island,43.64365,-79.38839,Entire home/apt,85,28,221,2021-01-31,3.71,1,122
14954222,Downtown Room With Walk In Closet&Private Washroom,10352387,Mybnbmanager,,Bay Street Corridor,43.66001,-79.38652,Private room,130,4,129,2018-09-01,2.21,9,114
14962575,Awesome condo in Midtown Toronto,30872225,Anthony,,Yonge-Eglinton,43.70532,-79.39914,Entire home/apt,100,28,4,2016-10-10,0.07,1,0
14964920,Super Comfort Room in DT 204,93850966,Jessica,,North St.James Town,43.66858,-79.3699,Private room,64,28,145,2019-03-03,2.45,7,0
14966506,New Condo - 42nd Floor Private Room w/ Scenic View,14471499,Drew,,Waterfront Communities-The Island,43.64183,-79.38169,Private room,500,28,2,2016-09-10,0.03,1,365
14966864,* SPECIAL OFFER* Cozy Room in the Middle of Action,36823972,Hab,,Bay Street Corridor,43.66832,-79.39039,Private room,70,28,3,2018-07-06,0.06,4,347
14968987,Comfortable Suite in the prestigious Bluffs area.,94278208,Harold Richard,,Scarborough Village,43.73174,-79.21492,Entire home/apt,139,7,51,2021-01-23,1.90,1,130
14973720,Private Top Floor Room,70849121,Willis,,Tam O'Shanter-Sullivan,43.79355,-79.28807,Private room,51,28,11,2019-01-14,0.18,5,365
14976624,WFH Setup + Entire floor 2 Bedroom + Private Entry,94351881,Luke,,L'Amoreaux,43.80093,-79.32135,Entire home/apt,78,31,20,2020-02-14,0.47,1,227
14978340,"Private brdm, comfy bed, minutes to subway",46945259,Jeffrey,,Briar Hill-Belgravia,43.6993,-79.44703,Private room,30,28,6,2016-10-08,0.10,2,0
14979347,Minutes fr Eaton Centre & Dundas Sq + FREE Parking,91585814,Henok,,Regent Park,43.66196,-79.36015,Entire home/apt,111,1,2,2021-07-22,2,1,93
14979419,Comfy Large Room,70849121,Willis,,Agincourt South-Malvern West,43.79297,-79.28469,Private room,46,28,7,2020-03-08,0.12,5,365
14981126,Leaside's Cozy Condo,94401066,Celidah,,Thorncliffe Park,43.71365,-79.35587,Entire home/apt,58,28,9,2018-09-03,0.21,1,0
14981204,Incredible 1BR Condo near TIFF. Fantastic views.,24165754,Akshay,,Waterfront Communities-The Island,43.64941,-79.38777,Entire home/apt,180,28,6,2017-09-13,0.10,1,0
14982611,Casa North York - Cozy Two Bed Space,66760317,Dean,,Westminster-Branson,43.78149,-79.45047,Private room,50,28,1,2016-10-15,0.02,2,87
14993912,Stunning lake views 2 bedrooms 2 baths w Parking,2987036,Hani,,Waterfront Communities-The Island,43.64091,-79.39857,Entire home/apt,209,29,20,2019-12-01,0.34,3,0
14994006,Master bedroom with p washroom,2987036,Hani,,Waterfront Communities-The Island,43.64077,-79.39892,Private room,200,30,0,,,3,89
14994072,Room with private washroom,2987036,Hani,,Waterfront Communities-The Island,43.63986,-79.39741,Private room,183,30,1,2018-08-11,0.03,3,89
14994417,Super Host Luxurious Downtown Toronto,63979569,Justin And Adam,,Waterfront Communities-The Island,43.64395,-79.40147,Entire home/apt,228,28,68,2019-09-02,1.35,2,336
15001630,Cozy and spacious uptown bachelor,38565480,Anna,,Mount Pleasant East,43.71039,-79.39032,Entire home/apt,85,28,24,2019-03-10,0.40,1,0
15003745,Perfect Downtown Loft in King West/Liberty Village,1036485,Mike,,Niagara,43.64159,-79.41674,Entire home/apt,175,28,23,2018-06-01,0.91,1,0
15006810,Yorkville Luxury Accommodation,44281398,Daniel,,Annex,43.66974,-79.39331,Entire home/apt,400,28,120,2020-02-16,2.86,5,12
15008251,Cozy & Clean Room in a House (For Female only),94697158,Joey,,Willowdale East,43.77076,-79.40276,Private room,28,28,5,2018-07-22,0.09,4,0
15008445,"Intimate, cozy apartment",13042404,Shirlei,,Willowdale East,43.75913,-79.40819,Entire home/apt,50,28,0,,,1,0
15019871,"Luxury 3Br+2Wr Apartment, CN Tower view, CoreDtwn",4525751,Kalani,,Waterfront Communities-The Island,43.64171,-79.38334,Entire home/apt,235,28,37,2018-10-14,0.75,14,364
15020288,Beautiful View Luxurious condo on 23rd Floor,93896963,Andreea,,Waterfront Communities-The Island,43.6413,-79.39623,Entire home/apt,201,90,1,2018-09-01,0.03,1,217
15020544,Spacious Flat in the Heart of Downtown,14887704,Bronwyn,,Waterfront Communities-The Island,43.64837,-79.39621,Entire home/apt,200,28,12,2017-09-04,0.22,1,0
15022502,*50% OFF*  Large Home in Hear of City!,36823972,Hab,,Annex,43.67019,-79.38922,Entire home/apt,200,28,8,2018-08-05,0.16,4,353
15026529,@New 3bedrm unit kitch+wifi+laundry+TTCsubway,93358127,AJ And Tina,,Kennedy Park,43.72547,-79.26437,Entire home/apt,89,30,44,2018-07-13,0.78,4,203
15038204,Modern Suite in HEART of Entertainment District.,94492217,Manfred,,Waterfront Communities-The Island,43.64569,-79.39253,Entire home/apt,177,28,5,2017-06-05,0.09,1,88
15040209,1 Spare room in Kensington Market - Convenient DT,13440116,Charlie,,Kensington-Chinatown,43.65401,-79.39918,Private room,229,28,2,2016-12-07,0.04,1,89
15041432,Iconic View of Toronto: 1 bdm condo,10674479,Karmanya,,Waterfront Communities-The Island,43.64141,-79.38148,Entire home/apt,100,28,145,2020-02-17,2.76,1,0
15051450,“Beach Central” 1 bedroom close to everything,94489398,Diane,,The Beaches,43.67493,-79.29621,Entire home/apt,91,28,78,2020-01-05,1.68,1,279
15056269,Minimalist's Cube; Clean Cozy Room,92885934,CasaRuhig,,Wexford/Maryvale,43.73987,-79.30814,Private room,49,29,70,2019-07-31,2.69,2,90
15056731,Great Condo Great Location,25607601,Christian,,Waterfront Communities-The Island,43.6397,-79.39147,Entire home/apt,600,28,35,2018-10-28,0.65,1,90
15058542,Stylish and Urban One Bedroom Condo,13204413,Tyler,,Little Portugal,43.64264,-79.42492,Entire home/apt,100,1,133,2019-12-14,2.31,1,0
15069893,Modern 1 BR w panoramic views,32598702,Alp,,Dovercourt-Wallace Emerson-Junction,43.66414,-79.44691,Entire home/apt,75,75,3,2017-02-21,0.06,1,0
15074205,1 BR in a 2 BR Condo near Toronto Pearson Airport,56208044,Nick,,Rexdale-Kipling,43.73286,-79.57615,Private room,100,28,6,2017-04-25,0.10,2,0
15080921,Private rm in 2 bdrm townhouse in heart of King W,57296927,Chrissy,,Niagara,43.64194,-79.41233,Private room,91,28,1,2017-03-03,0.02,1,0
15080976,Queen West Loft like no other! Over 1000 sq ft,27991589,Sam,,Waterfront Communities-The Island,43.64629,-79.39642,Entire home/apt,225,28,0,,,1,0
15081835,Absolutely Gorgeous Yorkville Condo,6428755,Kamyar,,Annex,43.66981,-79.39474,Entire home/apt,111,28,114,2021-03-07,3.01,2,36
15082929,Warm Playter Estate Gem,95346679,Jeanhie,,Playter Estates-Danforth,43.68244,-79.35549,Entire home/apt,275,28,0,,,1,0
15088650,Stylish one bedroom in the centre of Toronto,13717926,Patrick,,Church-Yonge Corridor,43.66757,-79.37957,Entire home/apt,150,28,6,2019-09-29,0.11,1,83
15097136,Sunny Townhouse Stay,95582268,Jennifer,,South Parkdale,43.63627,-79.46596,Entire home/apt,175,28,0,,,1,87
15097290,Large Bright Suite - House near Subway/Restaurants,30989367,John,,Danforth East York,43.68758,-79.33903,Private room,55,5,32,2018-10-23,0.65,4,10
15098430,New 2-Bedroom Condo Downtown Toronto on King West,95593650,Agnieszka And Ali,,Waterfront Communities-The Island,43.64333,-79.40073,Entire home/apt,245,28,51,2019-12-04,1.32,1,364
